First Name,Last Name,Gender,Age,Business Travel,Department,Distance From Home (KM),State,Ethnicity,Education Field,Job Role,Marital Status,Salary,Stock Option Level,Over Time,Hire Date,Attrition,Years At Company,Years In Most Recent Role,Years Since Last Promotion,Years With Current Manager,Education Level
Adelheid,Battersby,Female,27,Some Travel,Sales,4,CA,Black or African American,Economics,Sales Executive,Married,45046,2,Yes,2015-04-03,No,7,6,7,0,No Formal Qualifications
Averill,Dwyr,Male,26,Some Travel,Sales,24,CA,American Indian or Alaska Native,Marketing ,Sales Executive,Single,82312,0,Yes,2015-04-11,No,7,2,7,6,No Formal Qualifications
Eugene,Benstead,Male,27,Frequent Traveller,Sales,16,CA,White,Technical Degree,Sales Executive,Single,50559,0,No,2015-04-14,Yes,6,0,5,5,Bachelors 
Rakel,Ruston,Female,25,Some Travel,Technology,5,CA,Mixed or multiple ethnic groups,Other,Software Engineer,Single,51454,0,No,2015-04-17,No,7,1,6,7,Masters 
Cher,Molian,Non-Binary,27,Some Travel,Technology,1,CA,White,Information Systems,Software Engineer,Single,48442,0,No,2015-04-17,No,7,3,4,5,No Formal Qualifications
Edith,Middis,Non-Binary,27,Some Travel,Technology,10,CA,White,Information Systems,Data Scientist,Single,45438,0,No,2015-04-19,No,7,1,5,5,Bachelors 
Berkly,Bellson,Male,26,Some Travel,Technology,22,CA,Asian or Asian American,Information Systems,Software Engineer,Married,52390,1,Yes,2015-04-21,No,7,4,5,3,Bachelors 
Brian,Josskovitz,Male,25,Some Travel,Technology,1,NY,Asian or Asian American,Information Systems,Senior Software Engineer,Married,72840,0,No,2015-04-23,No,7,6,6,0,Masters 
Bank,MacEveley,Male,26,Some Travel,Technology,10,CA,White,Information Systems,Senior Software Engineer,Divorced,148080,1,Yes,2015-05-03,No,7,7,7,1,Masters 
Antoinette,Dreamer,Female,26,Frequent Traveller,Technology,42,CA,Asian or Asian American,Computer Science,Data Scientist,Married,56966,1,No,2015-05-04,No,7,4,5,2,No Formal Qualifications
Persis,Vineall,Female,27,Some Travel,Technology,42,CA,White,Computer Science,Software Engineer,Married,33606,2,No,2015-05-07,No,7,0,0,2,Bachelors 
Maurits,Farmery,Male,25,Some Travel,Sales,4,CA,Native Hawaiian ,Economics,Sales Executive,Divorced,57698,2,Yes,2015-05-11,Yes,6,5,6,2,High School 
Wrennie,Quinton,Female,25,Some Travel,Technology,16,CA,White,Information Systems,Software Engineer,Married,28317,0,Yes,2015-05-13,No,7,4,6,5,Doctorate
Janeczka,Osmond,Female,26,Some Travel,Sales,17,CA,Asian or Asian American,Marketing ,Sales Executive,Single,97811,0,Yes,2015-05-16,No,7,3,6,4,Masters 
Rosene,Larmett,Female,25,Some Travel,Technology,43,CA,Asian or Asian American,Computer Science,Engineering Manager,Divorced,190198,2,No,2015-05-18,No,7,0,2,3,No Formal Qualifications
Obadias,Izhaky,Male,26,Some Travel,Technology,4,IL,White,Computer Science,Senior Software Engineer,Single,167509,0,No,2015-05-19,No,7,6,6,0,Masters 
Debera,Extence,Female,25,Some Travel,Technology,5,NY,Native Hawaiian ,Computer Science,Machine Learning Engineer,Divorced,44082,1,No,2015-05-24,No,7,3,4,2,Bachelors 
Lilly,Nancarrow,Female,26,Frequent Traveller,Technology,17,CA,White,Information Systems,Senior Software Engineer,Married,59981,1,Yes,2015-05-25,No,7,1,5,2,High School 
Marvin,Switland,Male,28,Some Travel,Technology,38,IL,White,Information Systems,Senior Software Engineer,Married,194982,1,No,2015-05-25,No,7,2,7,2,Bachelors 
Bell,Di Biasi,Female,27,Some Travel,Technology,9,CA,White,Computer Science,Analytics Manager,Married,252301,1,No,2015-05-30,No,7,1,6,5,High School 
Lian,Ouslem,Female,25,Some Travel,Human Resources,22,NY,Black or African American,Economics,HR Executive,Divorced,49131,1,No,2015-05-30,No,7,2,6,2,High School 
Evangelin,Desantis,Prefer Not To Say,26,Some Travel,Technology,16,CA,White,Other,Software Engineer,Single,60834,0,No,2015-06-01,No,7,0,0,5,Masters 
Ginnifer,Grigoletti,Female,28,Frequent Traveller,Technology,20,CA,Black or African American,Computer Science,Data Scientist,Married,62016,3,No,2015-06-02,No,7,6,6,4,No Formal Qualifications
Kerstin,Sponton,Non-Binary,28,Some Travel,Technology,5,CA,White,Information Systems,Machine Learning Engineer,Married,140377,1,Yes,2015-06-02,No,7,2,7,5,Bachelors 
Freedman,Kensington,Non-Binary,27,Some Travel,Technology,20,CA,White,Business Studies,Software Engineer,Single,22986,0,Yes,2015-06-02,No,7,6,7,0,No Formal Qualifications
Alexandro,De Pietri,Male,28,Some Travel,Technology,39,NY,Black or African American,Computer Science,Software Engineer,Single,81906,0,No,2015-06-04,No,7,4,4,1,Doctorate
Maybelle,Hurler,Female,27,Some Travel,Human Resources,40,CA,White,Human Resources,Recruiter,Married,34320,1,No,2015-06-07,No,7,5,6,5,Bachelors 
Oren,Milella,Male,25,Some Travel,Technology,10,CA,White,Business Studies,Machine Learning Engineer,Married,145905,2,Yes,2015-06-07,No,7,3,3,2,Bachelors 
Flora,Flounders,Female,26,No Travel ,Technology,20,NY,Mixed or multiple ethnic groups,Business Studies,Software Engineer,Divorced,28751,2,No,2015-06-15,No,7,6,6,2,Bachelors 
Catie,McCuish,Female,27,Some Travel,Technology,13,NY,Asian or Asian American,Computer Science,Machine Learning Engineer,Married,77039,1,No,2015-06-18,No,7,3,6,0,Masters 
Ninon,Leathwood,Female,26,Some Travel,Technology,22,CA,Mixed or multiple ethnic groups,Business Studies,Engineering Manager,Married,206137,1,No,2015-06-27,No,7,1,1,5,Bachelors 
Pavlov,Pretor,Male,28,No Travel ,Technology,4,CA,Asian or Asian American,Business Studies,Software Engineer,Divorced,57837,2,No,2015-06-30,No,7,3,3,6,Bachelors 
Gawain,Dewdney,Male,25,Some Travel,Technology,5,CA,White,Computer Science,Software Engineer,Married,28646,1,No,2015-07-02,No,7,6,6,3,Bachelors 
Earle,Willowby,Male,25,Some Travel,Technology,6,NY,White,Computer Science,Engineering Manager,Single,195911,0,No,2015-07-09,No,7,0,3,4,Bachelors 
Hy,Goodin,Male,26,Some Travel,Sales,14,IL,White,Marketing ,Sales Executive,Single,127450,0,No,2015-07-11,No,7,0,0,1,Masters 
Bo,Readitt,Non-Binary,28,Some Travel,Technology,1,CA,Mixed or multiple ethnic groups,Business Studies,Engineering Manager,Single,339731,0,No,2015-07-14,No,7,5,7,0,High School 
Ron,Hordle,Male,25,Some Travel,Technology,13,NY,Black or African American,Computer Science,Engineering Manager,Single,178337,0,No,2015-07-16,No,7,1,7,2,Doctorate
Erastus,Pennings,Male,26,Some Travel,Technology,41,NY,Mixed or multiple ethnic groups,Computer Science,Senior Software Engineer,Divorced,47676,1,No,2015-07-20,No,7,4,6,1,Bachelors 
Aurthur,Rittelmeyer,Male,28,Some Travel,Sales,3,CA,Asian or Asian American,Marketing ,Sales Executive,Married,128719,1,No,2015-07-21,No,7,1,3,6,High School 
Ollie,Chellam,Male,28,Some Travel,Sales,24,NY,Mixed or multiple ethnic groups,Marketing ,Sales Executive,Married,78735,1,No,2015-07-23,No,7,0,2,4,High School 
Nikos,Karpenko,Male,26,Some Travel,Technology,32,NY,White,Information Systems,Software Engineer,Single,40100,0,Yes,2015-07-30,Yes,0,0,0,0,Bachelors 
Alejandrina,Pea,Female,27,No Travel ,Technology,12,CA,White,Computer Science,Machine Learning Engineer,Single,105398,0,No,2015-07-31,No,7,1,7,4,No Formal Qualifications
Carly,Mushawe,Female,27,Frequent Traveller,Technology,40,CA,Black or African American,Information Systems,Data Scientist,Married,31672,1,No,2015-08-02,No,7,1,3,6,Bachelors 
Selle,Barrington,Female,27,Some Travel,Technology,5,NY,Black or African American,Computer Science,Engineering Manager,Married,238435,1,No,2015-08-07,No,7,2,4,1,Bachelors 
Honor,Jesson,Non-Binary,26,Some Travel,Technology,28,CA,White,Computer Science,Data Scientist,Single,29791,0,No,2015-08-07,No,7,7,7,1,Masters 
Nanine,Barrie,Female,26,No Travel ,Technology,18,CA,Mixed or multiple ethnic groups,Information Systems,Engineering Manager,Divorced,153420,2,Yes,2015-08-10,No,7,5,5,7,Masters 
Meade,Quinnelly,Male,25,Some Travel,Technology,8,CA,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Single,30931,0,Yes,2015-08-13,Yes,1,0,0,1,No Formal Qualifications
Alister,Gianullo,Male,27,Some Travel,Technology,34,CA,White,Computer Science,Software Engineer,Married,50949,1,No,2015-08-13,No,7,6,7,3,Masters 
Magnum,Dublin,Non-Binary,27,Some Travel,Technology,4,NY,Asian or Asian American,Computer Science,Machine Learning Engineer,Married,60967,2,No,2015-08-14,No,7,7,7,0,Bachelors 
Ichabod,Mabbot,Male,28,Some Travel,Sales,45,CA,Asian or Asian American,Marketing,Sales Executive,Married,110057,2,No,2015-08-14,No,7,5,5,4,High School 
Cordula,Upjohn,Female,27,Some Travel,Technology,3,CA,Asian or Asian American,Computer Science,Engineering Manager,Married,137012,1,No,2015-08-16,No,7,6,7,7,High School 
Adlai,Pettit,Non-Binary,27,Some Travel,Sales,31,CA,Mixed or multiple ethnic groups,Marketing ,Manager,Single,205622,0,No,2015-08-19,No,7,5,5,3,Doctorate
Morten,Keig,Male,26,Some Travel,Technology,39,CA,White,Information Systems,Software Engineer,Married,60494,1,Yes,2015-08-22,No,7,7,7,7,Bachelors 
Lion,Ewbanck,Male,28,Some Travel,Technology,43,IL,White,Information Systems,Engineering Manager,Married,249071,2,No,2015-08-24,No,7,5,5,6,Masters 
Hoebart,Bennen,Male,27,No Travel ,Technology,21,CA,White,Information Systems,Senior Software Engineer,Divorced,73326,1,No,2015-09-02,No,7,0,5,0,Masters 
Vitia,Southall,Female,26,Some Travel,Technology,16,IL,White,Computer Science,Software Engineer,Divorced,25110,2,No,2015-09-03,No,7,1,5,0,Bachelors 
Milka,Vinas,Female,26,Some Travel,Technology,43,NY,Black or African American,Computer Science,Software Engineer,Married,30217,1,No,2015-09-04,No,7,2,4,0,Masters 
Aube,Bassill,Male,25,Some Travel,Sales,38,NY,Mixed or multiple ethnic groups,Marketing ,Sales Executive,Divorced,86485,1,Yes,2015-09-07,No,7,6,6,0,Bachelors 
West,Shalloo,Male,28,No Travel ,Technology,17,NY,Black or African American,Information Systems,Software Engineer,Single,54324,0,Yes,2015-09-10,Yes,3,3,3,1,High School 
Jobyna,Keeler,Female,25,Frequent Traveller,Sales,6,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,102569,0,No,2015-09-12,No,7,1,2,5,Bachelors 
Iseabal,Sabey,Female,27,Some Travel,Technology,1,IL,White,Information Systems,Engineering Manager,Single,200409,0,No,2015-09-17,No,7,5,6,1,Bachelors 
Sloane,Shera,Non-Binary,28,Some Travel,Sales,38,IL,Mixed or multiple ethnic groups,Marketing,Sales Executive,Divorced,185380,1,No,2015-09-21,Yes,5,2,5,3,Bachelors 
Silvan,Bratcher,Male,26,Some Travel,Sales,3,NY,White,Marketing ,Sales Executive,Married,56892,0,No,2015-09-29,No,7,1,3,3,No Formal Qualifications
Thomasine,Odell,Non-Binary,28,No Travel ,Technology,26,CA,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Married,112175,3,No,2015-09-30,No,7,1,3,4,Doctorate
Mamie,Neagle,Prefer Not To Say,28,No Travel ,Technology,45,IL,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Married,87762,0,No,2015-10-02,No,7,2,7,2,Masters 
Nevins,Forst,Non-Binary,27,Some Travel,Technology,5,NY,White,Computer Science,Software Engineer,Married,26542,1,No,2015-10-05,No,7,1,7,5,High School 
Anitra,Korfmann,Non-Binary,27,Some Travel,Technology,2,CA,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Married,39198,1,No,2015-10-10,No,7,6,7,4,Masters 
Morris,Bente,Male,28,Some Travel,Sales,43,NY,Mixed or multiple ethnic groups,Marketing ,Sales Executive,Divorced,157549,1,No,2015-10-20,No,7,0,0,3,Masters 
Lewiss,Janosevic,Male,27,Some Travel,Sales,7,CA,Black or African American,Marketing,Sales Executive,Married,73918,1,No,2015-10-21,No,7,3,4,1,Bachelors 
Haily,Jordi,Male,28,Some Travel,Sales,10,NY,Mixed or multiple ethnic groups,Marketing ,Sales Executive,Married,83864,2,No,2015-10-21,No,7,7,7,5,No Formal Qualifications
Scarlett,Elstob,Female,26,Some Travel,Technology,27,CA,White,Computer Science,Data Scientist,Married,42052,1,No,2015-10-26,No,7,7,7,2,High School 
Garv,Tockell,Male,28,Some Travel,Technology,2,CA,Asian or Asian American,Computer Science,Machine Learning Engineer,Single,220234,0,Yes,2015-10-26,No,7,5,7,1,Bachelors 
Mariska,Iashvili,Female,27,Some Travel,Sales,1,CA,Other ,Technical Degree,Sales Representative,Single,62496,0,No,2015-10-27,No,7,6,6,1,High School 
Leta,Possel,Female,28,Some Travel,Sales,44,CA,White,Economics,Sales Executive,Married,304858,1,Yes,2015-11-01,No,7,5,7,2,Bachelors 
Carlynn,Bartolic,Female,28,Some Travel,Sales,7,CA,White,Marketing,Sales Executive,Married,181164,1,No,2015-11-01,No,7,5,6,1,Doctorate
Amos,Simcox,Male,25,Frequent Traveller,Technology,11,NY,Mixed or multiple ethnic groups,Business Studies,Machine Learning Engineer,Married,67708,1,No,2015-11-02,No,7,7,7,0,No Formal Qualifications
Ruperto,Ciccotto,Male,26,Some Travel,Technology,17,IL,American Indian or Alaska Native,Information Systems,Software Engineer,Married,55778,1,No,2015-11-05,No,7,4,7,6,Bachelors 
Sebastiano,Benes,Male,27,Some Travel,Technology,14,CA,Black or African American,Information Systems,Machine Learning Engineer,Divorced,120049,1,No,2015-11-07,No,7,1,6,1,High School 
Kele,Halsworth,Male,28,Some Travel,Sales,32,CA,White,Marketing,Sales Executive,Divorced,128222,2,No,2015-11-07,No,7,6,7,1,Masters 
Timmy,Reek,Female,27,Some Travel,Technology,31,CA,White,Computer Science,Senior Software Engineer,Divorced,120225,2,No,2015-11-08,No,7,2,5,4,Masters 
Kerry,Orrell,Male,26,Some Travel,Technology,14,NY,Black or African American,Computer Science,Software Engineer,Married,33180,1,Yes,2015-11-10,No,7,5,7,3,No Formal Qualifications
Selig,Draysey,Male,26,Some Travel,Sales,22,CA,Mixed or multiple ethnic groups,Marketing ,Sales Executive,Married,87142,1,No,2015-11-11,Yes,2,1,1,0,No Formal Qualifications
Cathyleen,Hallin,Female,27,No Travel ,Technology,12,IL,White,Information Systems,Data Scientist,Single,41524,0,No,2015-11-12,No,7,6,6,6,Bachelors 
Krista,Eustace,Female,26,Frequent Traveller,Technology,14,NY,American Indian or Alaska Native,Computer Science,Software Engineer,Single,36794,0,No,2015-11-18,Yes,5,3,4,3,Bachelors 
Galen,Rocca,Male,28,Frequent Traveller,Technology,40,NY,White,Information Systems,Data Scientist,Divorced,109172,1,Yes,2015-11-19,No,7,1,3,1,Doctorate
Judye,Offield,Female,28,Some Travel,Sales,17,CA,White,Technical Degree,Sales Representative,Divorced,70787,2,Yes,2015-11-26,No,7,2,5,5,Bachelors 
Susanne,Kelso,Female,27,Some Travel,Sales,45,CA,Mixed or multiple ethnic groups,Economics,Sales Executive,Single,57102,0,No,2015-11-29,No,7,6,6,4,High School 
Arlene,Warstall,Female,26,Some Travel,Sales,29,NY,Black or African American,Economics,Sales Representative,Single,28024,0,No,2015-11-30,No,7,0,7,5,Bachelors 
Linell,Lack,Female,26,Some Travel,Technology,7,NY,Black or African American,Computer Science,Data Scientist,Married,34047,1,Yes,2015-12-03,No,7,4,4,2,Bachelors 
Maxie,Banker,Female,25,Some Travel,Technology,1,IL,White,Computer Science,Data Scientist,Married,32354,1,Yes,2015-12-06,Yes,7,4,6,2,High School 
Fabiano,Edkins,Male,27,Some Travel,Technology,44,CA,Mixed or multiple ethnic groups,Computer Science,Software Engineer,Single,45276,0,Yes,2015-12-12,No,7,6,6,2,Bachelors 
Blaire,Dinneen,Female,27,No Travel ,Technology,19,NY,Black or African American,Business Studies,Senior Software Engineer,Single,89785,0,No,2015-12-19,Yes,0,0,0,0,High School 
Myrtie,Corbie,Non-Binary,27,No Travel ,Technology,36,CA,Native Hawaiian ,Business Studies,Software Engineer,Married,50046,1,No,2015-12-20,No,7,1,6,2,Masters 
Ara,Daulton,Male,25,Some Travel,Sales,14,IL,White,Marketing ,Sales Executive,Single,123307,0,Yes,2015-12-23,Yes,7,2,3,1,Bachelors 
Jamesy,Barnardo,Male,26,Some Travel,Sales,16,CA,Black or African American,Marketing,Sales Executive,Single,113512,0,No,2015-12-25,No,7,3,7,6,High School 
Cletus,Heintsch,Male,26,Some Travel,Technology,8,IL,Black or African American,Information Systems,Software Engineer,Married,50614,1,No,2015-12-25,No,7,7,7,2,High School 
Ameline,Hawton,Female,25,Some Travel,Technology,42,CA,Native Hawaiian ,Computer Science,Software Engineer,Married,70068,2,No,2015-12-29,No,7,4,6,7,Bachelors 
Cortney,Wann,Female,28,Some Travel,Technology,24,CA,Mixed or multiple ethnic groups,Computer Science,Software Engineer,Married,71553,1,No,2015-12-30,No,7,6,6,0,Bachelors 
Hillard,Ell,Male,29,Some Travel,Technology,36,NY,Black or African American,Business Studies,Software Engineer,Single,113448,0,Yes,2015-12-31,No,7,0,4,1,Doctorate
April,Carstairs,Female,26,Some Travel,Technology,37,CA,American Indian or Alaska Native,Information Systems,Analytics Manager,Married,107863,2,Yes,2016-01-03,No,6,3,6,0,Masters 
Trudey,Doulton,Female,25,No Travel ,Technology,24,IL,Black or African American,Computer Science,Software Engineer,Married,44146,3,No,2016-01-08,No,6,1,1,3,Masters 
Yorgo,Clappison,Male,25,Some Travel,Technology,41,CA,White,Computer Science,Data Scientist,Married,28137,0,Yes,2016-01-10,Yes,4,3,3,1,No Formal Qualifications
Timothy,Plewright,Male,26,No Travel ,Sales,5,CA,White,Marketing,Sales Executive,Married,93170,1,No,2016-01-10,No,6,3,6,1,High School 
Melessa,Eyres,Female,27,Some Travel,Sales,21,CA,White,Marketing,Sales Representative,Single,22648,0,Yes,2016-01-12,Yes,1,0,0,0,No Formal Qualifications
Ingram,Franciskiewicz,Male,26,Some Travel,Technology,5,CA,White,Other,Data Scientist,Divorced,49045,1,No,2016-01-13,Yes,1,0,0,0,Bachelors 
Konstanze,Scrammage,Female,24,Some Travel,Sales,25,NY,Mixed or multiple ethnic groups,Marketing,Sales Executive,Divorced,105383,2,Yes,2016-01-14,No,6,6,6,5,No Formal Qualifications
Vanya,Gittoes,Male,27,Frequent Traveller,Technology,16,CA,Mixed or multiple ethnic groups,Information Systems,Senior Software Engineer,Single,75275,0,No,2016-01-19,No,6,4,5,5,Masters 
Zebulen,Rubrow,Male,26,Frequent Traveller,Technology,45,CA,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Divorced,108865,2,No,2016-01-21,Yes,1,0,0,1,Bachelors 
Yorgo,Ferrolli,Male,27,Some Travel,Sales,44,CA,Black or African American,Marketing,Manager,Married,152147,1,No,2016-01-22,No,6,6,6,6,Masters 
Vin,Wandless,Male,24,Frequent Traveller,Technology,15,NY,White,Computer Science,Senior Software Engineer,Divorced,139627,3,No,2016-01-27,Yes,5,0,4,1,Bachelors 
Mendie,Readie,Male,24,Some Travel,Sales,27,CA,Mixed or multiple ethnic groups,Marketing ,Sales Executive,Single,79828,0,No,2016-01-27,No,6,2,3,0,Masters 
Ignazio,Bendixen,Male,25,No Travel ,Sales,35,NY,White,Marketing ,Sales Executive,Divorced,149519,1,Yes,2016-02-03,No,6,2,4,3,Masters 
Raddie,Ballance,Male,27,Some Travel,Sales,27,CA,Other ,Marketing,Sales Executive,Divorced,45880,1,Yes,2016-02-03,No,6,1,4,0,Doctorate
Rafaela,Hadigate,Female,25,Some Travel,Technology,34,CA,White,Information Systems,Data Scientist,Single,37053,0,No,2016-02-05,No,6,5,5,0,Bachelors 
Basia,Goodswen,Female,27,Frequent Traveller,Technology,4,NY,White,Other,Data Scientist,Married,27550,1,No,2016-02-09,No,6,6,6,5,Bachelors 
Pierce,Abadam,Male,25,Some Travel,Sales,5,NY,Black or African American,Marketing,Sales Executive,Divorced,69539,2,No,2016-02-13,No,6,0,4,4,High School 
Marinna,Snalham,Female,26,Some Travel,Technology,2,CA,White,Information Systems,Software Engineer,Single,55565,0,No,2016-02-22,No,6,6,6,4,Masters 
Pablo,Kerin,Male,25,Some Travel,Technology,26,CA,White,Information Systems,Senior Software Engineer,Single,85412,0,No,2016-02-23,No,6,0,5,6,Bachelors 
Tammie,Kingh,Male,25,Some Travel,Technology,33,NY,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Married,24417,1,No,2016-02-26,No,6,2,6,6,Bachelors 
Robb,McGeechan,Male,25,Some Travel,Technology,21,CA,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Married,46362,1,Yes,2016-03-15,No,6,0,4,5,Doctorate
